time,open,high,low,close,tick_volume,spread,real_volume
2024-01-02 03:30:00,141.322,141.414,141.283,141.413,478,19,0
2024-01-02 03:35:00,141.414,141.45,141.404,141.435,477,19,0
2024-01-02 03:40:00,141.434,141.445,141.357,141.359,282,23,0
2024-01-02 03:45:00,141.36,141.415,141.347,141.412,220,20,0
2024-01-02 03:50:00,141.412,141.416,141.389,141.4,220,23,0
2024-01-02 03:55:00,141.398,141.43,141.387,141.428,159,23,0
2024-01-02 04:00:00,141.428,141.43,141.412,141.418,138,21,0
2024-01-02 04:05:00,141.418,141.432,141.385,141.407,237,23,0
2024-01-02 04:10:00,141.406,141.418,141.38,141.387,180,19,0
2024-01-02 04:15:00,141.386,141.388,141.356,141.368,188,22,0
2024-01-02 04:20:00,141.367,141.395,141.365,141.38,253,21,0
2024-01-02 04:25:00,141.378,141.394,141.366,141.394,159,23,0
2024-01-02 04:30:00,141.393,141.66,141.377,141.513,620,19,0
2024-01-02 04:35:00,141.508,141.512,141.473,141.512,368,23,0
2024-01-02 04:40:00,141.513,141.513,141.463,141.475,298,24,0
2024-01-02 04:45:00,141.475,141.548,141.469,141.518,324,24,0
2024-01-02 04:50:00,141.519,141.555,141.475,141.546,417,24,0
2024-01-02 04:55:00,141.543,141.583,141.525,141.552,453,22,0
2024-01-02 05:00:00,141.551,141.597,141.541,141.566,290,23,0
2024-01-02 05:05:00,141.566,141.586,141.546,141.566,211,23,0
2024-01-02 05:10:00,141.566,141.568,141.509,141.523,248,23,0
2024-01-02 05:15:00,141.52,141.556,141.506,141.551,292,21,0
2024-01-02 05:20:00,141.551,141.588,141.54,141.552,304,23,0
2024-01-02 05:25:00,141.551,141.654,141.551,141.646,382,19,0
2024-01-02 05:30:00,141.641,141.641,141.587,141.592,343,24,0
2024-01-02 05:35:00,141.596,141.602,141.576,141.577,267,22,0
2024-01-02 05:40:00,141.578,141.603,141.562,141.587,287,23,0
2024-01-02 05:45:00,141.587,141.593,141.499,141.505,280,23,0
2024-01-02 05:50:00,141.504,141.537,141.504,141.534,108,20,0
2024-01-02 05:55:00,141.535,141.545,141.485,141.491,167,21,0
2024-01-02 06:00:00,141.493,141.494,141.451,141.486,190,20,0
2024-01-02 06:05:00,141.485,141.541,141.485,141.517,318,23,0
2024-01-02 06:10:00,141.517,141.56,141.513,141.547,285,21,0
2024-01-02 06:15:00,141.544,141.575,141.534,141.575,180,23,0
2024-01-02 06:20:00,141.575,141.575,141.528,141.534,109,23,0
2024-01-02 06:25:00,141.535,141.556,141.53,141.541,113,20,0
2024-01-02 06:30:00,141.541,141.545,141.509,141.527,178,21,0
2024-01-02 06:35:00,141.527,141.536,141.516,141.527,115,20,0
2024-01-02 06:40:00,141.527,141.565,141.527,141.56,183,20,0
2024-01-02 06:45:00,141.56,141.573,141.526,141.565,183,19,0
2024-01-02 06:50:00,141.565,141.565,141.535,141.554,126,22,0
2024-01-02 06:55:00,141.555,141.556,141.517,141.526,145,21,0
2024-01-02 07:00:00,141.523,141.523,141.476,141.487,240,23,0
2024-01-02 07:05:00,141.488,141.496,141.45,141.455,204,23,0
2024-01-02 07:10:00,141.455,141.476,141.428,141.445,342,22,0
2024-01-02 07:15:00,141.445,141.448,141.424,141.427,208,23,0
2024-01-02 07:20:00,141.428,141.45,141.419,141.447,296,22,0
2024-01-02 07:25:00,141.446,141.461,141.438,141.446,276,23,0
2024-01-02 07:30:00,141.446,141.456,141.41,141.428,292,22,0
2024-01-02 07:35:00,141.427,141.467,141.4,141.467,289,22,0
2024-01-02 07:40:00,141.468,141.468,141.432,141.439,157,23,0
2024-01-02 07:45:00,141.438,141.441,141.366,141.377,323,20,0
2024-01-02 07:50:00,141.376,141.393,141.345,141.359,252,21,0
2024-01-02 07:55:00,141.358,141.395,141.336,141.34,249,22,0
2024-01-02 08:00:00,141.337,141.384,141.326,141.365,321,19,0
2024-01-02 08:05:00,141.363,141.387,141.355,141.357,177,24,0
2024-01-02 08:10:00,141.357,141.392,141.354,141.392,205,22,0
2024-01-02 08:15:00,141.392,141.401,141.354,141.36,299,23,0
2024-01-02 08:20:00,141.359,141.379,141.341,141.369,323,20,0
2024-01-02 08:25:00,141.368,141.421,141.358,141.379,278,22,0
2024-01-02 08:30:00,141.38,141.41,141.349,141.4,315,22,0
2024-01-02 08:35:00,141.399,141.437,141.377,141.429,315,22,0
2024-01-02 08:40:00,141.43,141.434,141.399,141.403,380,21,0
2024-01-02 08:45:00,141.402,141.442,141.388,141.439,346,20,0
2024-01-02 08:50:00,141.44,141.505,141.44,141.503,405,19,0
2024-01-02 08:55:00,141.502,141.541,141.5,141.511,409,21,0
2024-01-02 09:00:00,141.51,141.593,141.502,141.536,685,23,0
2024-01-02 09:05:00,141.532,141.556,141.458,141.479,494,19,0
2024-01-02 09:10:00,141.479,141.506,141.443,141.477,565,23,0
2024-01-02 09:15:00,141.476,141.493,141.437,141.476,527,19,0
2024-01-02 09:20:00,141.473,141.521,141.404,141.418,489,20,0
2024-01-02 09:25:00,141.425,141.444,141.416,141.435,542,19,0
2024-01-02 09:30:00,141.431,141.437,141.377,141.423,545,22,0
2024-01-02 09:35:00,141.422,141.442,141.381,141.412,455,21,0
2024-01-02 09:40:00,141.412,141.445,141.408,141.439,485,20,0
2024-01-02 09:45:00,141.44,141.53,141.436,141.488,621,19,0
2024-01-02 09:50:00,141.489,141.515,141.468,141.493,528,19,0
2024-01-02 09:55:00,141.491,141.544,141.467,141.535,534,22,0
2024-01-02 10:00:00,141.534,141.545,141.413,141.419,893,21,0
2024-01-02 10:05:00,141.418,141.458,141.4,141.428,760,21,0
2024-01-02 10:10:00,141.43,141.437,141.314,141.335,762,20,0
2024-01-02 10:15:00,141.336,141.36,141.289,141.289,669,19,0
2024-01-02 10:20:00,141.29,141.322,141.281,141.32,658,21,0
2024-01-02 10:25:00,141.321,141.415,141.308,141.397,685,23,0
2024-01-02 10:30:00,141.397,141.433,141.373,141.408,728,22,0
2024-01-02 10:35:00,141.408,141.515,141.405,141.48,774,20,0
2024-01-02 10:40:00,141.48,141.482,141.447,141.461,552,21,0
2024-01-02 10:45:00,141.463,141.505,141.46,141.48,574,22,0
2024-01-02 10:50:00,141.481,141.577,141.478,141.553,606,19,0
2024-01-02 10:55:00,141.552,141.58,141.519,141.544,525,21,0
2024-01-02 11:00:00,141.546,141.562,141.497,141.546,593,21,0
2024-01-02 11:05:00,141.546,141.565,141.521,141.552,443,21,0
2024-01-02 11:10:00,141.55,141.659,141.547,141.633,586,20,0
2024-01-02 11:15:00,141.634,141.661,141.563,141.619,643,19,0
2024-01-02 11:20:00,141.619,141.622,141.535,141.535,554,19,0
2024-01-02 11:25:00,141.536,141.548,141.508,141.509,384,21,0
2024-01-02 11:30:00,141.508,141.512,141.411,141.419,437,19,0
2024-01-02 11:35:00,141.42,141.427,141.369,141.376,517,21,0
2024-01-02 11:40:00,141.376,141.443,141.372,141.427,594,21,0
2024-01-02 11:45:00,141.427,141.483,141.424,141.461,641,20,0
2024-01-02 11:50:00,141.459,141.495,141.452,141.49,473,20,0
2024-01-02 11:55:00,141.49,141.544,141.49,141.542,502,20,0
2024-01-02 12:00:00,141.542,141.572,141.495,141.569,415,19,0
2024-01-02 12:05:00,141.569,141.586,141.546,141.586,500,22,0
2024-01-02 12:10:00,141.587,141.712,141.581,141.664,633,20,0
2024-01-02 12:15:00,141.664,141.755,141.629,141.746,730,19,0
2024-01-02 12:20:00,141.746,141.762,141.67,141.675,607,21,0
2024-01-02 12:25:00,141.676,141.682,141.604,141.639,501,22,0
2024-01-02 12:30:00,141.639,141.659,141.557,141.595,525,21,0
2024-01-02 12:35:00,141.595,141.658,141.585,141.624,497,20,0
2024-01-02 12:40:00,141.625,141.644,141.591,141.618,545,20,0
2024-01-02 12:45:00,141.618,141.63,141.544,141.558,448,21,0
2024-01-02 12:50:00,141.559,141.626,141.559,141.611,449,20,0
2024-01-02 12:55:00,141.612,141.657,141.601,141.64,541,22,0
2024-01-02 13:00:00,141.639,141.658,141.607,141.61,461,20,0
2024-01-02 13:05:00,141.607,141.697,141.581,141.697,576,22,0
2024-01-02 13:10:00,141.698,141.723,141.683,141.698,643,20,0
2024-01-02 13:15:00,141.697,141.735,141.678,141.709,643,20,0
2024-01-02 13:20:00,141.709,141.711,141.653,141.654,551,20,0
2024-01-02 13:25:00,141.653,141.734,141.653,141.707,417,19,0
2024-01-02 13:30:00,141.708,141.84,141.707,141.821,739,21,0
2024-01-02 13:35:00,141.824,141.85,141.807,141.841,540,23,0
2024-01-02 13:40:00,141.841,141.877,141.808,141.869,518,23,0
2024-01-02 13:45:00,141.87,141.875,141.79,141.807,523,22,0
2024-01-02 13:50:00,141.807,141.818,141.771,141.811,385,23,0
2024-01-02 13:55:00,141.811,141.853,141.809,141.815,312,23,0
2024-01-02 14:00:00,141.82,141.848,141.793,141.816,496,19,0
2024-01-02 14:05:00,141.816,141.864,141.793,141.805,382,22,0
2024-01-02 14:10:00,141.807,141.865,141.781,141.863,431,22,0
2024-01-02 14:15:00,141.863,141.98,141.863,141.98,703,21,0
2024-01-02 14:20:00,141.983,142.063,141.982,142.041,770,21,0
2024-01-02 14:25:00,142.04,142.059,141.99,142.048,587,20,0
2024-01-02 14:30:00,142.043,142.149,142.039,142.121,643,19,0
2024-01-02 14:35:00,142.12,142.192,142.12,142.139,614,19,0
2024-01-02 14:40:00,142.14,142.186,142.108,142.16,638,19,0
2024-01-02 14:45:00,142.161,142.204,142.13,142.169,618,19,0
2024-01-02 14:50:00,142.17,142.186,142.117,142.138,628,20,0
2024-01-02 14:55:00,142.138,142.201,142.1,142.105,781,19,0
2024-01-02 15:00:00,142.105,142.144,142.078,142.114,820,19,0
2024-01-02 15:05:00,142.115,142.142,142.079,142.079,666,20,0
2024-01-02 15:10:00,142.078,142.079,141.992,142.016,704,21,0
2024-01-02 15:15:00,142.016,142.033,141.945,141.965,727,22,0
2024-01-02 15:20:00,141.967,142.024,141.944,141.972,602,22,0
2024-01-02 15:25:00,141.967,142.017,141.938,141.957,643,22,0
2024-01-02 15:30:00,141.956,141.959,141.877,141.903,713,19,0
2024-01-02 15:35:00,141.902,141.932,141.876,141.922,658,23,0
2024-01-02 15:40:00,141.923,141.957,141.891,141.893,692,21,0
2024-01-02 15:45:00,141.891,141.993,141.881,141.991,595,23,0
2024-01-02 15:50:00,141.991,142.112,141.991,142.092,805,19,0
2024-01-02 15:55:00,142.097,142.147,142.08,142.14,755,23,0
2024-01-02 16:00:00,142.137,142.165,142.003,142.019,815,19,0
2024-01-02 16:05:00,142.019,142.05,141.979,142.021,683,22,0
2024-01-02 16:10:00,142.021,142.067,142.019,142.019,652,24,0
2024-01-02 16:15:00,142.02,142.026,141.887,141.898,803,19,0
2024-01-02 16:20:00,141.899,141.94,141.868,141.907,644,20,0
2024-01-02 16:25:00,141.908,141.919,141.729,141.8,814,20,0
2024-01-02 16:30:00,141.807,141.821,141.739,141.739,946,21,0
2024-01-02 16:35:00,141.74,141.841,141.734,141.812,943,19,0
2024-01-02 16:40:00,141.811,141.883,141.726,141.861,978,19,0
2024-01-02 16:45:00,141.841,141.863,141.69,141.714,1219,19,0
2024-01-02 16:50:00,141.713,141.724,141.503,141.605,1038,19,0
2024-01-02 16:55:00,141.606,141.637,141.534,141.538,928,19,0
2024-01-02 17:00:00,141.538,141.625,141.488,141.605,1047,19,0
2024-01-02 17:05:00,141.606,141.65,141.573,141.637,940,22,0
2024-01-02 17:10:00,141.636,141.683,141.615,141.649,910,19,0
2024-01-02 17:15:00,141.649,141.724,141.634,141.715,1001,19,0
2024-01-02 17:20:00,141.715,141.723,141.666,141.677,907,22,0
2024-01-02 17:25:00,141.676,141.717,141.651,141.694,776,19,0
2024-01-02 17:30:00,141.697,141.778,141.685,141.715,879,20,0
2024-01-02 17:35:00,141.715,141.876,141.712,141.826,1072,19,0
2024-01-02 17:40:00,141.827,141.925,141.827,141.924,1109,20,0
2024-01-02 17:45:00,141.923,141.967,141.884,141.925,861,21,0
2024-01-02 17:50:00,141.924,142.005,141.894,141.972,905,21,0
2024-01-02 17:55:00,141.972,141.975,141.905,141.916,749,21,0
2024-01-02 18:00:00,141.913,141.989,141.881,141.954,781,19,0
2024-01-02 18:05:00,141.957,141.957,141.8,141.815,893,20,0
2024-01-02 18:10:00,141.814,141.814,141.701,141.75,1020,19,0
2024-01-02 18:15:00,141.751,141.827,141.743,141.798,782,20,0
2024-01-02 18:20:00,141.799,141.801,141.735,141.744,838,20,0
2024-01-02 18:25:00,141.743,141.769,141.726,141.769,673,22,0
2024-01-02 18:30:00,141.77,141.888,141.77,141.869,553,19,0
2024-01-02 18:35:00,141.868,141.898,141.83,141.892,555,19,0
2024-01-02 18:40:00,141.892,141.943,141.877,141.939,464,22,0
2024-01-02 18:45:00,141.937,141.942,141.852,141.873,596,21,0
2024-01-02 18:50:00,141.872,141.919,141.858,141.91,415,19,0
2024-01-02 18:55:00,141.91,141.921,141.866,141.884,478,22,0
2024-01-02 19:00:00,141.884,141.912,141.869,141.9,413,22,0
2024-01-02 19:05:00,141.898,141.91,141.878,141.909,351,22,0
2024-01-02 19:10:00,141.909,141.957,141.909,141.922,403,21,0
2024-01-02 19:15:00,141.923,141.968,141.915,141.951,509,23,0
2024-01-02 19:20:00,141.952,141.962,141.919,141.922,506,22,0
2024-01-02 19:25:00,141.921,141.931,141.891,141.915,358,21,0
2024-01-02 19:30:00,141.914,141.945,141.887,141.938,384,20,0
2024-01-02 19:35:00,141.934,141.938,141.899,141.928,289,21,0
2024-01-02 19:40:00,141.928,141.955,141.916,141.953,425,24,0
2024-01-02 19:45:00,141.952,141.978,141.949,141.952,390,21,0
2024-01-02 19:50:00,141.951,141.977,141.949,141.969,432,23,0
2024-01-02 19:55:00,141.969,141.989,141.952,141.962,397,21,0
2024-01-02 20:00:00,141.962,141.979,141.941,141.942,285,21,0
2024-01-02 20:05:00,141.942,141.983,141.941,141.97,159,22,0
2024-01-02 20:10:00,141.971,141.971,141.892,141.912,293,22,0
2024-01-02 20:15:00,141.917,141.919,141.886,141.889,242,22,0
2024-01-02 20:20:00,141.887,141.891,141.844,141.871,264,21,0
2024-01-02 20:25:00,141.871,141.879,141.838,141.869,270,20,0
2024-01-02 20:30:00,141.869,141.882,141.864,141.871,189,22,0
2024-01-02 20:35:00,141.871,141.949,141.869,141.939,267,23,0
2024-01-02 20:40:00,141.939,141.989,141.939,141.985,220,21,0
2024-01-02 20:45:00,141.985,141.986,141.95,141.962,228,21,0
2024-01-02 20:50:00,141.963,141.981,141.947,141.959,232,23,0
2024-01-02 20:55:00,141.959,141.969,141.935,141.941,273,22,0
2024-01-02 21:00:00,141.94,141.944,141.9,141.919,259,23,0
2024-01-02 21:05:00,141.919,141.936,141.91,141.936,231,20,0
2024-01-02 21:10:00,141.938,141.94,141.923,141.938,165,19,0
2024-01-02 21:15:00,141.938,141.963,141.938,141.949,189,23,0
2024-01-02 21:20:00,141.952,141.958,141.931,141.938,197,24,0
2024-01-02 21:25:00,141.938,141.949,141.901,141.905,283,21,0
2024-01-02 21:30:00,141.906,141.935,141.891,141.931,212,22,0
2024-01-02 21:35:00,141.931,141.939,141.917,141.931,110,22,0
2024-01-02 21:40:00,141.932,141.937,141.928,141.936,118,23,0
2024-01-02 21:45:00,141.937,141.99,141.929,141.981,205,20,0
2024-01-02 21:50:00,141.98,141.982,141.958,141.959,145,23,0
2024-01-02 21:55:00,141.959,141.98,141.938,141.938,237,23,0
2024-01-02 22:00:00,141.939,141.959,141.935,141.951,186,22,0
2024-01-02 22:05:00,141.951,141.951,141.894,141.911,234,22,0
2024-01-02 22:10:00,141.911,141.923,141.89,141.912,238,23,0
2024-01-02 22:15:00,141.911,141.913,141.847,141.864,318,20,0
2024-01-02 22:20:00,141.864,141.865,141.834,141.84,201,19,0
2024-01-02 22:25:00,141.841,141.88,141.841,141.87,224,19,0
2024-01-02 22:30:00,141.87,141.871,141.794,141.809,326,23,0
2024-01-02 22:35:00,141.809,141.843,141.799,141.827,217,23,0
2024-01-02 22:40:00,141.826,141.828,141.814,141.82,262,21,0
2024-01-02 22:45:00,141.815,141.83,141.811,141.828,181,23,0
2024-01-02 22:50:00,141.828,141.84,141.819,141.828,462,21,0
2024-01-02 22:55:00,141.83,141.964,141.83,141.956,527,19,0
2024-01-02 23:00:00,141.955,142.001,141.933,141.939,381,20,0
2024-01-02 23:05:00,141.938,142.005,141.938,141.994,174,24,0
2024-01-02 23:10:00,141.993,142.004,141.968,141.969,99,24,0
2024-01-02 23:15:00,141.968,141.999,141.964,141.988,181,23,0
2024-01-02 23:20:00,141.987,141.988,141.938,141.95,118,25,0
2024-01-02 23:25:00,141.949,141.986,141.937,141.978,111,23,0
2024-01-02 23:30:00,141.978,141.98,141.935,141.937,117,25,0
2024-01-02 23:35:00,141.937,141.954,141.937,141.952,156,24,0
2024-01-02 23:40:00,141.952,141.987,141.947,141.98,159,24,0
2024-01-02 23:45:00,141.978,141.985,141.963,141.965,131,26,0
2024-01-02 23:50:00,141.965,141.989,141.965,141.98,107,22,0
2024-01-02 23:55:00,141.979,142.006,141.966,141.966,155,28,0
2024-01-03 00:00:00,141.966,141.966,141.787,141.84,10,50,0
2024-01-03 00:05:00,141.824,141.918,141.824,141.918,13,80,0
2024-01-03 00:10:00,141.919,141.924,141.916,141.924,16,79,0
2024-01-03 00:15:00,141.924,141.93,141.924,141.926,16,75,0
2024-01-03 00:20:00,141.925,141.932,141.921,141.922,32,74,0
2024-01-03 00:25:00,141.921,141.942,141.919,141.939,34,57,0
2024-01-03 00:30:00,141.94,141.957,141.935,141.954,55,43,0
2024-01-03 00:35:00,141.959,141.961,141.953,141.956,57,42,0
2024-01-03 00:40:00,141.957,141.96,141.937,141.957,58,43,0
2024-01-03 00:45:00,141.955,141.961,141.955,141.961,56,40,0
2024-01-03 00:50:00,141.96,141.964,141.949,141.961,56,41,0
2024-01-03 00:55:00,141.972,142.019,141.962,142.014,180,42,0
2024-01-03 01:00:00,142.009,142.071,141.993,142.068,129,26,0
2024-01-03 01:05:00,142.068,142.07,142.038,142.05,32,29,0
2024-01-03 01:10:00,142.049,142.062,142.047,142.059,61,30,0
2024-01-03 01:15:00,142.061,142.075,142.059,142.069,139,27,0
2024-01-03 01:20:00,142.069,142.078,142.064,142.076,210,25,0
2024-01-03 01:25:00,142.077,142.1,142.074,142.089,204,25,0
2024-01-03 01:30:00,142.089,142.133,142.089,142.089,209,25,0
2024-01-03 01:35:00,142.089,142.109,142.088,142.09,152,25,0
2024-01-03 01:40:00,142.09,142.11,142.089,142.09,151,26,0
2024-01-03 01:45:00,142.091,142.126,142.086,142.102,206,23,0
2024-01-03 01:50:00,142.101,142.12,142.096,142.108,191,26,0
2024-01-03 01:55:00,142.108,142.168,142.106,142.163,194,25,0
2024-01-03 02:00:00,142.164,142.164,142.119,142.147,233,22,0
2024-01-03 02:05:00,142.145,142.147,142.038,142.041,320,23,0
2024-01-03 02:10:00,142.042,142.06,142.001,142.004,416,23,0
2024-01-03 02:15:00,142.004,142.02,141.988,142.003,219,25,0
2024-01-03 02:20:00,142.002,142.02,141.882,141.922,278,20,0
2024-01-03 02:25:00,141.922,141.955,141.891,141.91,273,19,0
2024-01-03 02:30:00,141.903,141.952,141.848,141.9,484,22,0
2024-01-03 02:35:00,141.9,141.914,141.862,141.867,427,24,0
2024-01-03 02:40:00,141.866,141.918,141.85,141.903,355,24,0
2024-01-03 02:45:00,141.9,141.959,141.899,141.926,356,20,0
2024-01-03 02:50:00,141.926,141.963,141.911,141.953,350,23,0
2024-01-03 02:55:00,141.95,141.956,141.91,141.944,400,23,0
2024-01-03 03:00:00,141.945,141.962,141.916,141.955,340,23,0
2024-01-03 03:05:00,141.956,141.99,141.945,141.975,319,23,0
2024-01-03 03:10:00,141.976,141.98,141.945,141.945,275,23,0
2024-01-03 03:15:00,141.946,142.089,141.945,142.072,391,20,0
2024-01-03 03:20:00,142.072,142.125,142.068,142.083,330,21,0
2024-01-03 03:25:00,142.085,142.087,142.007,142.019,484,24,0
2024-01-03 03:30:00,142.021,142.022,141.92,141.934,360,20,0
2024-01-03 03:35:00,141.937,141.952,141.905,141.941,235,23,0
2024-01-03 03:40:00,141.94,141.94,141.904,141.925,285,22,0
2024-01-03 03:45:00,141.925,141.947,141.898,141.936,214,23,0
2024-01-03 03:50:00,141.935,141.968,141.934,141.942,258,24,0
2024-01-03 03:55:00,141.943,142.004,141.927,142.003,305,24,0
2024-01-03 04:00:00,142.004,142.021,141.983,141.995,279,24,0
2024-01-03 04:05:00,141.992,142.032,141.976,142.03,205,23,0
2024-01-03 04:10:00,142.031,142.054,142.003,142.019,178,23,0
2024-01-03 04:15:00,142.019,142.04,141.986,142.015,339,19,0
2024-01-03 04:20:00,142.015,142.026,141.975,141.986,274,23,0
2024-01-03 04:25:00,141.987,142.028,141.985,142.022,324,23,0
2024-01-03 04:30:00,142.022,142.043,142.017,142.018,184,22,0
2024-01-03 04:35:00,142.018,142.035,142.011,142.034,196,23,0
2024-01-03 04:40:00,142.033,142.039,142.007,142.025,296,22,0
2024-01-03 04:45:00,142.026,142.04,142.009,142.02,187,21,0
2024-01-03 04:50:00,142.02,142.027,142.005,142.026,155,24,0
2024-01-03 04:55:00,142.028,142.041,142.014,142.026,258,23,0
2024-01-03 05:00:00,142.026,142.033,141.965,141.966,237,23,0
2024-01-03 05:05:00,141.966,141.967,141.925,141.95,379,23,0
2024-01-03 05:10:00,141.948,142.008,141.944,142.007,204,21,0
2024-01-03 05:15:00,142.007,142.007,141.982,141.982,115,20,0
2024-01-03 05:20:00,141.983,141.997,141.974,141.986,123,23,0
2024-01-03 05:25:00,141.985,141.991,141.937,141.954,254,23,0
2024-01-03 05:30:00,141.953,141.957,141.933,141.942,310,23,0
2024-01-03 05:35:00,141.941,141.952,141.916,141.931,227,24,0
2024-01-03 05:40:00,141.932,141.933,141.915,141.915,163,22,0
2024-01-03 05:45:00,141.915,141.915,141.869,141.883,229,23,0
2024-01-03 05:50:00,141.882,141.912,141.876,141.896,383,21,0
2024-01-03 05:55:00,141.899,141.901,141.872,141.879,466,23,0
2024-01-03 06:00:00,141.879,141.88,141.849,141.864,217,22,0
2024-01-03 06:05:00,141.864,141.907,141.864,141.893,273,22,0
2024-01-03 06:10:00,141.892,141.918,141.863,141.914,334,22,0
2024-01-03 06:15:00,141.913,141.916,141.888,141.906,233,23,0
2024-01-03 06:20:00,141.906,141.909,141.893,141.896,124,23,0
2024-01-03 06:25:00,141.895,141.914,141.885,141.91,165,23,0
2024-01-03 06:30:00,141.908,141.934,141.904,141.928,194,21,0
2024-01-03 06:35:00,141.928,141.932,141.909,141.926,290,22,0
2024-01-03 06:40:00,141.926,141.927,141.903,141.913,266,23,0
2024-01-03 06:45:00,141.914,141.921,141.904,141.915,308,23,0
2024-01-03 06:50:00,141.914,141.924,141.897,141.913,259,23,0
2024-01-03 06:55:00,141.912,141.916,141.885,141.894,255,23,0
2024-01-03 07:00:00,141.893,141.935,141.892,141.935,268,22,0
2024-01-03 07:05:00,141.933,141.976,141.931,141.975,169,22,0
2024-01-03 07:10:00,141.975,142.025,141.975,142.024,272,20,0
2024-01-03 07:15:00,142.021,142.024,141.981,141.995,248,24,0
2024-01-03 07:20:00,141.996,142.013,141.985,141.986,259,23,0
2024-01-03 07:25:00,141.986,141.999,141.973,141.997,138,24,0
2024-01-03 07:30:00,141.998,141.998,141.944,141.972,184,23,0
2024-01-03 07:35:00,141.973,141.98,141.962,141.966,219,24,0
2024-01-03 07:40:00,141.967,142.002,141.962,141.996,320,22,0
2024-01-03 07:45:00,141.996,142.046,141.996,142.04,257,21,0
2024-01-03 07:50:00,142.04,142.086,142.035,142.085,230,20,0
2024-01-03 07:55:00,142.086,142.123,142.081,142.113,247,19,0
2024-01-03 08:00:00,142.113,142.119,142.085,142.093,361,23,0
2024-01-03 08:05:00,142.091,142.103,142.048,142.051,281,23,0
2024-01-03 08:10:00,142.052,142.061,142.003,142.044,355,21,0
2024-01-03 08:15:00,142.044,142.08,142.035,142.041,215,19,0
2024-01-03 08:20:00,142.041,142.051,142.024,142.024,166,22,0
2024-01-03 08:25:00,142.024,142.071,142.013,142.042,264,20,0
2024-01-03 08:30:00,142.041,142.061,142.022,142.061,299,23,0
2024-01-03 08:35:00,142.06,142.065,142.042,142.061,146,24,0
2024-01-03 08:40:00,142.061,142.092,142.059,142.092,155,20,0
2024-01-03 08:45:00,142.093,142.121,142.085,142.091,223,21,0
2024-01-03 08:50:00,142.09,142.094,142.066,142.087,298,21,0
2024-01-03 08:55:00,142.087,142.109,142.072,142.079,305,19,0
2024-01-03 09:00:00,142.078,142.078,142.027,142.075,499,22,0
2024-01-03 09:05:00,142.073,142.104,142.054,142.09,305,23,0
