entry_time,exit_time,trade_type,entry_price,exit_price,position_size,pnl,cumulative_pnl,return_pct,holding_period,trade_result,drawdown,max_drawdown,win_rate
2023-01-03 23:00:00,2023-01-04 00:35:00,buy,130.936,130.982,1.0,0.04599999999999227,-0.629999999999967,0.0351316673794772,95.0,win,0.007919871698073106,0.011939806575128536,51.47702407002188
2023-01-04 00:40:00,2023-01-04 02:25:00,buy,130.983,131.077,1.0,0.09399999999999409,-0.5359999999999729,0.07176503821106105,105.0,win,0.0069798869258350035,0.011939806575128536,51.47702407002188
2023-01-04 02:30:00,2023-01-04 04:35:00,buy,131.016,130.743,1.0,-0.27299999999999613,-0.8089999999999691,-0.208371496611098,125.0,loss,0.009709842700543739,0.011939806575128536,51.47702407002188
2023-01-04 04:40:00,2023-01-04 04:55:00,buy,130.743,130.811,1.0,0.06800000000001205,-0.740999999999957,0.05201043268091756,15.0,win,0.009029853716372268,0.011939806575128536,51.47702407002188
2023-01-04 05:00:00,2023-01-04 05:10:00,buy,130.777,130.776,1.0,-0.0009999999999763531,-0.7419999999999334,-0.000764660452507974,10.0,loss,0.00903985355437693,0.011939806575128536,51.47702407002188
2023-01-04 05:15:00,2023-01-04 06:30:00,buy,130.739,130.868,1.0,0.12899999999999068,-0.6129999999999427,0.09866986897558547,75.0,win,0.007749874452030239,0.011939806575128536,51.47702407002188
2023-01-04 06:35:00,2023-01-04 06:45:00,sell,130.866,130.912,1.0,-0.04599999999999227,-0.658999999999935,-0.03515045924838558,10.0,loss,0.008209867000153723,0.011939806575128536,51.47702407002188
2023-01-04 06:50:00,2023-01-04 07:25:00,buy,130.891,130.848,1.0,-0.042999999999977945,-0.7019999999999129,-0.03285176215322516,35.0,loss,0.008639860034263225,0.011939806575128536,51.47702407002188
2023-01-04 07:35:00,2023-01-04 08:35:00,buy,130.899,130.809,1.0,-0.09000000000000341,-0.7919999999999163,-0.06875529988770228,60.0,loss,0.009539845454500873,0.011939806575128536,51.47702407002188
2023-01-04 08:55:00,2023-01-04 10:55:00,buy,130.722,130.498,1.0,-0.22400000000001796,-1.0159999999999343,-0.1713560074050412,120.0,loss,0.011779809167090328,0.011939806575128536,51.47702407002188
2023-01-04 11:25:00,2023-01-04 11:55:00,buy,130.3,130.414,1.0,0.1139999999999759,-0.9019999999999584,0.08749040675362693,30.0,win,0.010639827634795372,0.011939806575128536,51.47702407002188
2023-01-04 12:00:00,2023-01-04 12:15:00,buy,130.508,130.48,1.0,-0.02800000000002001,-0.9299999999999784,-0.021454623471373408,15.0,loss,0.010919823098871326,0.011939806575128536,51.47702407002188
2023-01-04 12:30:00,2023-01-04 13:05:00,sell,130.518,130.38,1.0,0.13800000000000523,-0.7919999999999732,0.10573254263780109,35.0,win,0.009539845454500873,0.011939806575128536,51.47702407002188
2023-01-04 13:10:00,2023-01-04 13:15:00,sell,130.286,130.313,1.0,-0.026999999999986812,-0.81899999999996,-0.02072363876393996,5.0,loss,0.009809841080572165,0.011939806575128536,51.47702407002188
2023-01-04 13:25:00,2023-01-04 14:15:00,buy,130.409,130.782,1.0,0.37300000000001887,-0.4459999999999411,0.2860232039199893,50.0,win,0.006079901505597356,0.011939806575128536,51.47702407002188
2023-01-04 14:20:00,2023-01-04 15:40:00,buy,130.818,130.649,1.0,-0.16900000000001114,-0.6149999999999523,-0.1291871149230313,80.0,loss,0.007769874128039561,0.011939806575128536,51.47702407002188
2023-01-04 16:05:00,2023-01-04 17:50:00,buy,130.768,131.876,1.0,1.108000000000004,0.49300000000005184,0.847302092254989,105.0,win,0.0,0.011939806575128536,51.47702407002188
2023-01-04 17:55:00,2023-01-04 18:00:00,buy,132.007,132.006,1.0,-0.0010000000000047748,0.49200000000004707,-0.0007575355852377334,5.0,loss,9.99950702634087e-06,0.011939806575128536,51.47702407002188
2023-01-04 18:05:00,2023-01-04 19:30:00,buy,131.968,132.332,1.0,0.3640000000000043,0.8560000000000514,0.27582444228904307,85.0,win,0.0,0.011939806575128536,51.47702407002188
2023-01-04 19:45:00,2023-01-04 19:50:00,buy,132.428,132.586,1.0,0.15800000000001546,1.0140000000000668,0.11931011568551625,5.0,win,0.0,0.011939806575128536,51.47702407002188
2023-01-04 20:00:00,2023-01-04 20:05:00,sell,132.504,132.48,1.0,0.02400000000000091,1.0380000000000678,0.018112660749864843,5.0,win,0.0,0.011939806575128536,51.47702407002188
2023-01-04 20:10:00,2023-01-04 21:25:00,buy,132.468,132.525,1.0,0.05700000000001637,1.0950000000000841,0.04302925989674214,75.0,win,0.0,0.011939806575128536,51.47702407002188
2023-01-04 21:40:00,2023-01-04 21:55:00,buy,132.594,132.605,1.0,0.01099999999999568,1.1060000000000798,0.008296001327356955,15.0,win,0.0,0.011939806575128536,51.47702407002188
2023-01-04 22:05:00,2023-01-04 22:45:00,buy,132.572,132.573,1.0,0.0010000000000047748,1.1070000000000846,0.000754307093507509,40.0,win,0.0,0.011939806575128536,51.47702407002188
2023-01-04 22:50:00,2023-01-05 00:05:00,buy,132.594,132.546,1.0,-0.04800000000000182,1.0590000000000828,-0.03620073306484594,75.0,loss,0.00047994686988834276,0.011939806575128536,51.47702407002188
2023-01-05 00:15:00,2023-01-05 02:40:00,buy,132.562,132.029,1.0,-0.5330000000000155,0.5260000000000673,-0.40207600971621993,145.0,loss,0.005809356904192016,0.011939806575128536,51.47702407002188
2023-01-05 03:05:00,2023-01-05 06:20:00,buy,131.746,132.262,1.0,0.5159999999999911,1.0420000000000584,0.3916627449789679,195.0,win,0.0006499280529696295,0.011939806575128536,51.47702407002188
2023-01-05 06:30:00,2023-01-05 07:40:00,buy,132.327,132.494,1.0,0.1670000000000016,1.20900000000006,0.12620251347041916,70.0,win,0.0,0.011939806575128536,51.47702407002188
2023-01-05 07:50:00,2023-01-05 09:55:00,buy,132.492,132.477,1.0,-0.014999999999986358,1.1940000000000737,-0.011321438275508225,125.0,loss,0.00014998186720462407,0.011939806575128536,51.47702407002188
2023-01-05 10:20:00,2023-01-05 12:00:00,buy,132.789,132.542,1.0,-0.24699999999998568,0.947000000000088,-0.18600938330734149,100.0,loss,0.002619683280297669,0.011939806575128536,51.47702407002188
2023-01-05 12:10:00,2023-01-05 13:40:00,buy,132.614,132.546,1.0,-0.06800000000001205,0.8790000000000759,-0.05127663745910088,90.0,loss,0.0032996010782289143,0.011939806575128536,51.47702407002188
2023-01-05 13:45:00,2023-01-05 14:25:00,buy,132.541,132.503,1.0,-0.038000000000010914,0.841000000000065,-0.02867037369569485,40.0,loss,0.0036795551417872865,0.011939806575128536,51.47702407002188
2023-01-05 14:30:00,2023-01-05 14:45:00,buy,132.562,132.657,1.0,0.09499999999999886,0.9360000000000639,0.07166457959294432,15.0,win,0.0027296699829095434,0.011939806575128536,51.47702407002188
2023-01-05 14:55:00,2023-01-05 15:00:00,sell,132.752,132.829,1.0,-0.07699999999999818,0.8590000000000657,-0.05800289261178601,5.0,loss,0.0034995769011562875,0.011939806575128536,51.47702407002188
2023-01-05 15:05:00,2023-01-05 15:20:00,sell,132.887,133.328,1.0,-0.4410000000000025,0.4180000000000632,-0.33186090437740523,15.0,loss,0.007909043796615757,0.011939806575128536,51.47702407002188
2023-01-05 15:30:00,2023-01-05 15:55:00,buy,133.656,133.681,1.0,0.025000000000005684,0.4430000000000689,0.018704734542411627,25.0,win,0.007659074017965633,0.011939806575128536,51.47702407002188
2023-01-05 16:00:00,2023-01-05 17:20:00,buy,133.595,133.906,1.0,0.31100000000000705,0.7540000000000759,0.23279314345597293,80.0,win,0.004549449971497718,0.011939806575128536,51.47702407002188
2023-01-05 17:35:00,2023-01-05 17:45:00,buy,133.871,133.895,1.0,0.02400000000000091,0.7780000000000769,0.01792770652344489,10.0,win,0.004309478983995782,0.011939806575128536,51.47702407002188
2023-01-05 17:50:00,2023-01-05 19:15:00,buy,133.89,133.353,1.0,-0.5369999999999777,0.24100000000009913,-0.40107550974679046,85.0,loss,0.009678829829481182,0.011939806575128536,51.47702407002188
2023-01-05 19:20:00,2023-01-05 19:25:00,sell,133.114,133.211,1.0,-0.09700000000000841,0.14400000000009072,-0.07286987093769882,5.0,loss,0.0106487125706553,0.011939806575128536,51.47702407002188
2023-01-05 19:40:00,2023-01-05 21:00:00,buy,133.249,133.182,1.0,-0.06700000000000728,0.07700000000008345,-0.05028180324055512,80.0,loss,0.011318631577456545,0.011939806575128536,51.47702407002188
2023-01-05 21:05:00,2023-01-05 22:10:00,buy,133.222,133.302,1.0,0.07999999999998408,0.15700000000006753,0.06005014186844822,65.0,win,0.01051872828576524,0.011939806575128536,51.47702407002188
2023-01-05 22:35:00,2023-01-05 23:50:00,buy,133.315,133.432,1.0,0.11699999999999022,0.27400000000005775,0.08776206728424425,75.0,win,0.009348869721663747,0.011939806575128536,51.47702407002188
2023-01-06 00:00:00,2023-01-06 00:10:00,sell,133.349,133.367,1.0,-0.018000000000000682,0.25600000000005707,-0.01349841393636299,10.0,loss,0.009528847962294746,0.011939806575128536,51.47702407002188
2023-01-06 00:20:00,2023-01-06 01:30:00,buy,133.397,133.376,1.0,-0.020999999999986585,0.23500000000007049,-0.01574248296437445,70.0,loss,0.00973882257635212,0.011939806575128536,51.47702407002188
2023-01-06 01:35:00,2023-01-06 02:40:00,buy,133.327,133.383,1.0,0.056000000000011596,0.2910000000000821,0.0420019950947757,65.0,win,0.009178890272180936,0.011939806575128536,51.47702407002188
2023-01-06 03:05:00,2023-01-06 03:20:00,buy,133.635,133.677,1.0,0.04200000000000159,0.3330000000000837,0.03142889213155355,15.0,win,0.008758941044029814,0.011939806575128536,51.47702407002188
2023-01-06 03:25:00,2023-01-06 03:30:00,buy,133.699,133.765,1.0,0.06599999999997408,0.39900000000005775,0.04936461753638702,5.0,win,0.008099020828394943,0.011939806575128536,51.47702407002188
2023-01-06 03:40:00,2023-01-06 03:45:00,buy,133.749,133.741,1.0,-0.007999999999981355,0.3910000000000764,-0.005981353131598259,5.0,loss,0.008179011157562255,0.011939806575128536,51.47702407002188
2023-01-06 03:50:00,2023-01-06 04:00:00,buy,133.75,133.757,1.0,0.007000000000005002,0.3980000000000814,0.0052336448598168245,10.0,win,0.00810901961954313,0.011939806575128536,51.47702407002188
2023-01-06 04:15:00,2023-01-06 04:20:00,buy,133.654,133.641,1.0,-0.01300000000000523,0.38500000000007617,-0.00972660750894491,5.0,loss,0.008239003904433193,0.011939806575128536,51.47702407002188
2023-01-06 04:25:00,2023-01-06 04:30:00,sell,133.61,133.637,1.0,-0.026999999999986812,0.35800000000008936,-0.02020806825835402,5.0,loss,0.008508971265379691,0.011939806575128536,51.47702407002188
2023-01-06 04:35:00,2023-01-06 05:40:00,buy,133.588,133.828,1.0,0.2400000000000091,0.5980000000000985,0.179656855406181,65.0,win,0.006109261390305769,0.011939806575128536,51.47702407002188
2023-01-06 05:55:00,2023-01-06 06:15:00,buy,133.812,133.874,1.0,0.0619999999999834,0.6600000000000819,0.046333662152858786,20.0,win,0.005489336339245462,0.011939806575128536,51.47702407002188
2023-01-06 06:20:00,2023-01-06 06:30:00,buy,133.834,133.834,1.0,0.0,0.6600000000000819,0.0,10.0,loss,0.005489336339245462,0.011939806575128536,51.47702407002188
2023-01-06 06:40:00,2023-01-06 06:55:00,buy,133.804,133.906,1.0,0.10200000000000387,0.7620000000000857,0.07623090490568582,15.0,win,0.004469459642330406,0.011939806575128536,51.47702407002188
2023-01-06 07:00:00,2023-01-06 07:05:00,buy,133.934,133.881,1.0,-0.05299999999999727,0.7090000000000884,-0.0395717293592346,5.0,loss,0.004999395573075215,0.011939806575128536,51.47702407002188
2023-01-06 07:10:00,2023-01-06 07:15:00,sell,133.894,133.904,1.0,-0.009999999999990905,0.6990000000000975,-0.007468594559868929,5.0,loss,0.005099383484538902,0.011939806575128536,51.47702407002188
2023-01-06 08:00:00,2023-01-06 08:05:00,sell,134.128,134.053,1.0,0.07499999999998863,0.7740000000000862,0.05591673625192998,5.0,win,0.004349474148588532,0.011939806575128536,51.47702407002188
2023-01-06 08:10:00,2023-01-06 08:40:00,buy,134.007,134.081,1.0,0.07399999999998386,0.84800000000007,0.05522099591811163,30.0,win,0.0036095636037681623,0.011939806575128536,51.47702407002188
2023-01-06 08:45:00,2023-01-06 08:55:00,buy,134.051,134.02,1.0,-0.03099999999997749,0.8170000000000925,-0.023125526851703822,10.0,loss,0.003919526129289222,0.011939806575128536,51.47702407002188
2023-01-06 09:05:00,2023-01-06 09:35:00,sell,133.896,134.271,1.0,-0.375,0.44200000000009254,-0.2800681125649758,30.0,loss,0.007669072809095634,0.011939806575128536,51.47702407002188
2023-01-06 09:40:00,2023-01-06 10:15:00,buy,134.225,134.215,1.0,-0.009999999999990905,0.43200000000010164,-0.00745017694169559,35.0,loss,0.00776906072055932,0.011939806575128536,51.47702407002188
2023-01-06 10:25:00,2023-01-06 10:55:00,buy,134.373,134.341,1.0,-0.031999999999982265,0.40000000000011937,-0.023814307933872333,30.0,loss,0.008089022037246756,0.011939806575128536,51.47702407002188
2023-01-06 11:10:00,2023-01-06 11:15:00,sell,134.385,134.392,1.0,-0.007000000000005002,0.39300000000011437,-0.005208914685422482,5.0,loss,0.00815901357526588,0.011939806575128536,51.47702407002188
2023-01-06 11:30:00,2023-01-06 11:50:00,buy,134.427,134.418,1.0,-0.00899999999998613,0.38400000000012824,-0.006695083576949669,20.0,loss,0.008249002695581379,0.011939806575128536,51.47702407002188
2023-01-06 11:55:00,2023-01-06 14:25:00,buy,134.405,134.537,1.0,0.132000000000005,0.5160000000001332,0.09821063204494251,150.0,win,0.006929162264293451,0.011939806575128536,51.47702407002188
2023-01-06 14:40:00,2023-01-06 16:20:00,buy,134.548,133.766,1.0,-0.7820000000000107,-0.26599999999987745,-0.5812052204417834,100.0,loss,0.01474821694057552,0.01474821694057552,51.47702407002188
2023-01-06 16:50:00,2023-01-06 17:00:00,buy,133.928,133.209,1.0,-0.7189999999999941,-0.9849999999998715,-0.5368556239173243,10.0,loss,0.021937347774667285,0.021937347774667285,51.47702407002188
2023-01-06 17:35:00,2023-01-06 17:40:00,buy,132.667,132.663,1.0,-0.003999999999990678,-0.9889999999998622,-0.0030150678013301556,5.0,loss,0.021977342939241844,0.021977342939241844,51.47702407002188
2023-01-06 17:50:00,2023-01-06 18:05:00,buy,132.449,132.303,1.0,-0.146000000000015,-1.1349999999998772,-0.11023110782264493,15.0,loss,0.023437166446586208,0.023437166446586208,51.47702407002188
2023-01-06 18:15:00,2023-01-06 20:40:00,buy,132.461,132.095,1.0,-0.36600000000001387,-1.500999999999891,-0.2763077434112787,145.0,loss,0.027096724006077124,0.027096724006077124,51.47702407002188
2023-01-06 21:05:00,2023-01-06 21:30:00,buy,132.012,132.011,1.0,-0.0010000000000047748,-1.5019999999998959,-0.000757506893316346,25.0,loss,0.02710672279722531,0.02710672279722531,51.47702407002188
2023-01-06 22:05:00,2023-01-06 23:45:00,buy,132.112,132.144,1.0,0.03200000000001069,-1.4699999999998852,0.024221872350740803,100.0,win,0.026786761480537873,0.02710672279722531,51.47702407002188
2023-01-06 23:50:00,2023-01-09 00:35:00,buy,132.136,132.042,1.0,-0.09399999999999409,-1.5639999999998793,-0.0711388266634332,2925.0,loss,0.027726647848285615,0.027726647848285615,51.47702407002188
2023-01-09 00:40:00,2023-01-09 02:05:00,buy,132.054,131.851,1.0,-0.20300000000000296,-1.7669999999998822,-0.15372499129144362,85.0,loss,0.029756402450949355,0.029756402450949355,51.47702407002188
2023-01-09 02:10:00,2023-01-09 03:30:00,buy,131.895,131.811,1.0,-0.08400000000000318,-1.8509999999998854,-0.0636870237689095,80.0,loss,0.03059630090723341,0.03059630090723341,51.47702407002188
2023-01-09 03:35:00,2023-01-09 04:00:00,buy,131.775,131.74,1.0,-0.03499999999999659,-1.885999999999882,-0.02656042496679688,25.0,loss,0.03094625859734722,0.03094625859734722,51.47702407002188
2023-01-09 04:15:00,2023-01-09 07:15:00,buy,131.566,131.771,1.0,0.20499999999998408,-1.680999999999898,0.1558153322286792,180.0,win,0.028896506412387113,0.03094625859734722,51.47702407002188
2023-01-09 07:30:00,2023-01-09 08:45:00,buy,131.746,131.853,1.0,0.10699999999999932,-1.5739999999998986,0.08121688704021322,75.0,win,0.027826635759749307,0.03094625859734722,51.47702407002188
2023-01-09 08:55:00,2023-01-09 09:00:00,sell,131.8,131.712,1.0,0.08800000000002228,-1.4859999999998763,0.06676783004554043,5.0,win,0.026946742138890686,0.03094625859734722,51.47702407002188
2023-01-09 09:10:00,2023-01-09 09:40:00,buy,131.723,132.156,1.0,0.4329999999999927,-1.0529999999998836,0.32872011721566674,30.0,win,0.02261726557259853,0.03094625859734722,51.47702407002188
2023-01-09 09:45:00,2023-01-09 09:50:00,buy,132.213,132.239,1.0,0.02600000000001046,-1.0269999999998731,0.019665237155204452,5.0,win,0.02235729700280022,0.03094625859734722,51.47702407002188
2023-01-09 09:55:00,2023-01-09 10:10:00,sell,132.227,132.146,1.0,0.08100000000001728,-0.9459999999998558,0.061258290666820904,15.0,win,0.021547394919960723,0.03094625859734722,51.47702407002188
2023-01-09 10:15:00,2023-01-09 10:20:00,buy,132.118,132.176,1.0,0.057999999999992724,-0.8879999999998631,0.04390014986602335,5.0,win,0.020967465033474977,0.03094625859734722,51.47702407002188
2023-01-09 10:30:00,2023-01-09 10:35:00,buy,132.092,132.119,1.0,0.026999999999986812,-0.8609999999998763,0.020440299185406238,5.0,win,0.020697497672546666,0.03094625859734722,51.47702407002188
2023-01-09 10:40:00,2023-01-09 11:35:00,buy,132.061,132.461,1.0,0.4000000000000057,-0.4609999999998706,0.3028903309834135,55.0,win,0.016697981214071945,0.03094625859734722,51.47702407002188
2023-01-09 12:00:00,2023-01-09 12:05:00,sell,132.382,132.437,1.0,-0.05500000000000682,-0.5159999999998774,-0.04154643380520526,5.0,loss,0.01724791472711313,0.03094625859734722,51.47702407002188
2023-01-09 12:15:00,2023-01-09 12:40:00,buy,132.418,132.594,1.0,0.17599999999998772,-0.3399999999998897,0.13291244392755344,25.0,win,0.015488127485395893,0.03094625859734722,51.47702407002188
2023-01-09 12:55:00,2023-01-09 14:00:00,buy,132.614,132.444,1.0,-0.17000000000001592,-0.5099999999999056,-0.1281915936477415,65.0,loss,0.01718792198024219,0.03094625859734722,51.47702407002188
2023-01-09 14:05:00,2023-01-09 17:15:00,buy,132.401,131.867,1.0,-0.5340000000000202,-1.0439999999999259,-0.40332021661469336,190.0,loss,0.02252727645228303,0.03094625859734722,51.47702407002188
2023-01-09 17:20:00,2023-01-09 20:10:00,buy,131.927,131.737,1.0,-0.18999999999999773,-1.2339999999999236,-0.14401904083318634,170.0,loss,0.0244270467700567,0.03094625859734722,51.47702407002188
2023-01-09 20:15:00,2023-01-09 20:25:00,sell,131.772,131.751,1.0,0.020999999999986585,-1.212999999999937,0.015936617794361917,10.0,win,0.024217072155981144,0.03094625859734722,51.47702407002188
2023-01-09 20:35:00,2023-01-09 20:55:00,buy,131.768,131.847,1.0,0.07900000000000773,-1.1339999999999293,0.0599538582964056,20.0,win,0.023427167655438022,0.03094625859734722,51.47702407002188
2023-01-09 21:10:00,2023-01-09 21:20:00,buy,131.676,131.673,1.0,-0.002999999999985903,-1.1369999999999152,-0.002278319511517591,10.0,loss,0.023457164028882586,0.03094625859734722,51.47702407002188
2023-01-09 21:35:00,2023-01-09 23:35:00,buy,131.584,131.871,1.0,0.28700000000000614,-0.849999999999909,0.21811162451362331,120.0,win,0.020587510969934792,0.03094625859734722,51.47702407002188
2023-01-10 00:00:00,2023-01-10 02:35:00,buy,131.746,132.093,1.0,0.34699999999998,-0.5029999999999291,0.26338560563507046,155.0,win,0.017117930442223067,0.03094625859734722,51.47702407002188
